Master NLC,Master ASC,Unique Station Name,Easting,Northing,Latitude,Longitude
6949,TEOr,Theobalds Grove,535874.5755,201074.132,51.691982,-0.03560424
9491,TPLt,Therapia Lane,530284.7881,166844.1806,51.385696,-0.12908855
725,THBu,Theydon Bois,545541.2548,199094.5234,51.67178,0.10331779
5388,TTHr,Thornton Heath,532234.9159,168368.3228,51.398941,-0.10051474
5573,TOLr,Tolworth,519846.2829,165606.8183,51.376876,-0.27944643
5389,TOOr,Tooting,527955.7385,170583.1136,51.419827,-0.16119221
726,TBEu,Tooting Bec,528018.814,172340.5901,51.435612,-0.159652
727,TBYu,Tooting Broadway,527439.6012,171451.5628,51.427753,-0.16829674
728,TCRu,Tottenham Court Road,529771.2797,181358.5962,51.516256,-0.13115181
729,TTHu,Tottenham Hale LU,534500.0329,189479.3183,51.588119,-0.059937223
6951,TOMr,Tottenham Hale NR,534500.0329,189479.3183,51.588119,-0.059937223
730,TOTu,Totteridge & Whetstone,526121.5002,194003.5453,51.63072,-0.17917634
864,TOGd,Tower Gateway,533756.1828,180836.112,51.510628,-0.0739532
731,THLu,Tower Hill,533567.7741,180744.281,51.509846,-0.076695479
733,TPKu,Tufnell Park,529149.427,185854.7623,51.556803,-0.13846309
5390,TUHr,Tulse Hill,531801.9686,172910.8877,51.439868,-0.10504763
6952,TURr,Turkey Street,535132.4905,198911.9406,51.672734,-0.047183092
734,TGRu,Turnham Green,521255.314,178798.1424,51.49513,-0.2546994
735,TPLu,Turnpike Lane,531528.8178,189626.7807,51.59015,-0.10274151
5574,TWIr,Twickenham,516187.2114,173691.3225,51.450293,-0.32934797
3155,TWYr,Twyford,479039.1068,175762.9052,51.475317,-0.86334114
736,UPMu,Upminster,556213.9567,186855.1948,51.558948,0.25208801
737,UPBu,Upminster Bridge,555015.8765,186742.2285,51.558263,0.23477055
738,UPYu,Upney,545712.2887,184240.6558,51.538269,0.099621957
1524,UHLr,Upper Holloway,529741.1377,186612.4647,51.56347,-0.12964948
5391,UWLr,Upper Warlingham,534076.0569,158357.7873,51.308553,-0.077835161
739,UPKu,Upton Park,541170.0321,183760.6678,51.535109,0.033983845
740,UXBu,Uxbridge,505669.1135,184182.7902,51.546657,-0.477513
777,VUXu,Vauxhall LU,530293.6769,178006.5795,51.486013,-0.12485562
5597,VXHr,Vauxhall NR,530440.6432,177992.397,51.485844,-0.12274524
741,VICu,Victoria LU,528994.4964,179126.2441,51.496367,-0.14315946
5426,VICr,Victoria NR,528899.9872,178941.8019,51.494735,-0.14457997
5392,WDOr,Waddon,531153.4046,164819.3846,51.367298,-0.11736868
9497,WDMt,Waddon Marsh,531093.4135,165897.4273,51.376999,-0.11783282
5394,WLTr,Wallington,528860.3395,163974.7485,51.360237,-0.15059471
6823,WLCr,Waltham Cross,536530.4911,200339.3298,51.685219,-0.026421254
742,WALu,Walthamstow Central,537282.6645,188971.9884,51.582893,-0.019989282
7407,WMWr,Walthamstow Queen's Road,537025.9228,188812.6598,51.581527,-0.02375818
9498,WPKt,Wandle Park,531414.2236,165513.7969,51.373483,-0.11336486
5395,WSWr,Wandsworth Common,527721.0725,173503.2183,51.446122,-0.16351795
5372,WWRr,Wandsworth Road,529396.563,176197.84,51.469962,-0.13842918
5576,WNTr,Wandsworth Town,525961.4941,175110.5089,51.460967,-0.18825816
743,WANu,Wanstead,540674.1683,188258.474,51.575642,0.028634657
7408,WNPr,Wanstead Park,540545.9573,185595.6489,51.551754,0.025725329
1085,WPEr,Wapping,535018.6308,180180.1762,51.504433,-0.056015378
6824,WARr,Ware,535945.4512,213997.7243,51.808097,-0.02954416
745,WSTu,Warren Street,529235.1286,182286.9039,51.524719,-0.13853214
746,WARu,Warwick Avenue,526133.7037,182015.9604,51.522984,-0.18330404
5158,WAEr,Waterloo East,531375.549,180054.5859,51.504167,-0.10851968
747,WLOu,Waterloo LU,531000.309,179915.5875,51.503005,-0.11398552
5598,WATr,Waterloo NR,531082.6861,179899.506,51.502842,-0.11279632
748,WATu,Watford,509504.4732,196541.6698,51.657008,-0.41837506
1455,WFHr,Watford High Street,511305.5908,196049.6847,51.652232,-0.39249221
1402,WFJr,Watford Junction,511027.0335,197347.0113,51.663945,-0.39611191
6073,WMGr,Welham Green,523588,205651,51.735951,-0.21164888
9499,WLRt,Wellesley Road,532503.8757,165780.3914,51.375621,-0.097614987
5128,WLIr,Welling,546085.7271,176077.6275,51.464825,0.10163325
6183,WGCr,Welwyn Garden City,523949.226,212881.6216,51.800854,-0.20384607
751,WEMu,Wembley Central,518206.2249,185095.8309,51.552378,-0.29648851
752,WPKu,Wembley Park,519316.0058,186373.8947,51.563631,-0.28005327
1509,WCXr,Wembley Stadium,518997.2753,185321.9401,51.554243,-0.28500887
753,WACu,West Acton,519409.4161,181338.1968,51.518351,-0.28041909
755,WBTu,West Brompton,525408.4992,177991.4487,51.486973,-0.19519277
5411,WCYr,West Croydon NR,532186.9544,166126.4569,51.378804,-0.10203824
8776,WCRt,West Croydon Trams,532215.0836,166154.0471,51.379049,-0.10162574
3174,WDTr,West Drayton,506174.6572,180087.6824,51.509755,-0.47145169
5086,WDUr,West Dulwich,532767.045,173009.4085,51.440524,-0.091134926
3188,WEAr,West Ealing,516610.8893,180726.7566,51.513443,-0.32092815
756,WFYu,West Finchley,525547.0984,191620.6173,51.609433,-0.18833261
757,WHMu,West Ham,539151.3602,182924.8772,51.528098,0.004563334
1421,WHDr,West Hampstead LO,525463.0415,184705.2499,51.547299,-0.19201331
758,WHDu,West Hampstead LU,525606.3652,184655.1941,51.546818,-0.18996996
1525,WHPr,West Hampstead NR,525438.5028,184829.6141,51.548428,-0.19231472
759,WHRu,West Harrow,514215.212,188031.7797,51.579587,-0.35307221
866,WIQd,West India Quay,537477.9413,180502.8575,51.506743,-0.020482425
760,WKNu,West Kensington,524653.4627,178383.0031,51.490662,-0.20592269
5438,WNWr,West Norwood,531931.6452,171996.2359,51.431615,-0.10351891
762,WRPu,West Ruislip,508420.7061,186783.036,51.569504,-0.4370405
559,WSId,West Silvertown,540460.9944,180154.7887,51.502883,0.022332438
5293,WSUr,West Sutton,525091.9049,164551.6717,51.366264,-0.20448205
5054,WWIr,West Wickham,538270.4745,166573.1484,51.381373,-0.014514997
754,WBPu,Westbourne Park,524883.5868,181756.2029,51.520925,-0.20140395
5151,WCBr,Westcombe Park,540278.5455,178073.0827,51.48422,0.018885183
865,WESd,Westferry,537037.0883,180789.157,51.50942,-0.026721658
761,WMSu,Westminster,530245.1154,179713.1011,51.501355,-0.12493192
764,WCTu,White City,523324.2664,180717.5956,51.511938,-0.22423982
6956,WHLr,White Hart Lane,533700.2038,191289.1708,51.604575,-0.070788732
763,WCLu,Whitechapel,534649.9023,181855.6513,51.519582,-0.060689185
5611,WTNr,Whitton,514213.2625,173557.8888,51.449499,-0.35778597
5396,WHYr,Whyteleafe,533850.3064,158504.2935,51.309918,-0.081020829
5439,WHSr,Whyteleafe South,534132.0688,157825.0872,51.30375,-0.077232444
765,WLGu,Willesden Green,523362.8523,184882.0271,51.549352,-0.22222091
766,WJNu,Willesden Junction,521933.1923,182938.4507,51.532192,-0.24350705
767,WIMu,Wimbledon,524883.806,170756.6004,51.422076,-0.2052873
5612,WBOr,Wimbledon Chase,524267.5578,169390.6492,51.409934,-0.21462045
768,WMPu,Wimbledon Park,525285.3758,172099.9359,51.434057,-0.19904861
8777,WMBt,Wimbledon Trams,524861.1669,170660.6545,51.421218,-0.2056517
6024,WIHr,Winchmore Hill,531525.4614,194489.2109,51.633843,-0.10097657
770,WGNu,Wood Green,531020.5898,190422.3696,51.597413,-0.10977375
599,WDLu,Wood Lane,523353.6386,180497.4479,51.509946,-0.22388498
6954,WSTr,Wood Street,538538.9063,189467.7814,51.587043,-0.001677688
769,WFDu,Woodford,540950.1573,191733.8321,51.606807,0.034009672
7467,WGRr,Woodgrange Park,541871.4249,185341.2475,51.549131,0.04472025
5441,WMEr,Woodmansterne,528734.5882,159376.06,51.318934,-0.15405024
8779,WDSt,Woodside,534717.197,167112.7736,51.387079,-0.06533357
771,WSPu,Woodside Park,525714.1226,192572.6528,51.617951,-0.18558107
573,WOAd,Woolwich Arsenal,543761.4513,178801.5585,51.489896,0.069294258
5153,WWDr,Woolwich Dockyard,542768.3296,178906.1583,51.491082,0.055043366
5579,WCPr,Worcester Park,522232.2363,166169.023,51.381419,-0.24498843
